ID	VARID	DOCULECT	GLOSS	FRENCH	ENGLISH_SHORT	FRENCH_SHORT	ENGLISH_CATEGORY	FRENCH_CATEGORY	VALUE_ORG	SINGULAR	PLURAL	FORM	PARSED FORM	MCF	RECONSTRUCTION	NOTE	NOTES					COGID	COGIDS		CONCEPT	POS
12,711	0	Penange	chop, cut (firewood)	couper (bois de chauffage)	chop (wood)	couper	cut/chop	couper/couper à la hache	kɛ́rɛ́			kɛ́rɛ́						kɛ́rɛ́	^ k ɛ́ r ɛ́ $	k ɛ́/ɛ r ɛ́/ɛ	k ɛ́/ɛ r ɛ́/ɛ	2345	4519	155	CHOP	verb
12,712	0	PergeTegu	chop, cut (firewood)	couper (bois de chauffage)	chop (wood)	couper	cut/chop	couper/couper à la hache	tɛ́rɛ́			tɛ́rɛ́						tɛ́rɛ́	^ t ɛ́ r ɛ́ $	t ɛ́/ɛ r ɛ́/ɛ	t ɛ́/ɛ r ɛ́/ɛ	2344	4518	155	CHOP	verb
12,713	0	TebulUre	chop, cut (firewood)	couper (bois de chauffage)	chop (wood)	couper	cut/chop	couper/couper à la hache	kédé (kédé-tì-)			kédé						kédé_	^ k é d é _$	k é/e d é/e	k é/e d é/e	2345	4519	155	CHOP	verb
12,714	0	Tiranige	chop, cut (firewood)	couper (bois de chauffage)	chop (wood)	couper	cut/chop	couper/couper à la hache	tɛ́lɔ́			tɛ́lɔ́						tɛ́lɔ́	^ t ɛ́ l ɔ́ $	t ɛ́/ɛ l ɔ́/ɔ	t ɛ́/ɛ l ɔ́/ɔ	2344	4518	155	CHOP	verb
12,715	0	TogoKan	chop, cut (firewood)	couper (bois de chauffage)	chop (wood)	couper	cut/chop	couper/couper à la hache	kɛ́jɛ́			kɛ́jɛ́						kɛ́jɛ́	^ k ɛ́ j ɛ́ $	k ɛ́/ɛ dʒ ɛ́/ɛ	k ɛ́/ɛ dʒ ɛ́/ɛ	2345	4519	155	CHOP	verb
12,716	0	TommoSoTongoTongo	chop, cut (firewood)	couper (bois de chauffage)	chop (wood)	couper	cut/chop	couper/couper à la hache	tínú tínɛ́			tínú tínɛ́						tínú_tínɛ́	^ t í n ú _ t í n ɛ́ $	t í/i n ú/u + t í/i n ɛ́/ɛ	t í/i n ú/u + t í/i n ɛ́/ɛ	2355	4522 4518	155	CHOP	verb
12,717	0	ToroTegu	chop, cut (firewood)	couper (bois de chauffage)	chop (wood)	couper	cut/chop	couper/couper à la hache	tɛ́rú\\tɛ́rá			tɛ́rá						tɛ́rú	^ t ɛ́ r ú $	t ɛ́/ɛ r ú/u	t ɛ́/ɛ r ú/u	2344	4518	155	CHOP	verb
12,718	0	YandaDom	chop, cut (firewood)	couper (bois de chauffage)	chop (wood)	couper	cut/chop	couper/couper à la hache	dèŋé\\dèŋè-lí			dèŋé						dèŋé	^ d è ŋ é $	d è/e ŋ é/e	d è/e ŋ é/e	2344	4518	155	CHOP	verb
12,719	0	YornoSo	chop, cut (firewood)	couper (bois de chauffage)	chop (wood)	couper	cut/chop	couper/couper à la hache	kɛ́jɛ́			kɛ́jɛ́						kɛ́jɛ́	^ k ɛ́ j ɛ́ $	k ɛ́/ɛ dʒ ɛ́/ɛ	k ɛ́/ɛ dʒ ɛ́/ɛ	2345	4519	155	CHOP	verb
12,720	0	BankanTey	cut or break (stone) into small pieces	couper ou casser (pierre) en petits morceaux	cut up	découper	cut/cut up	couper/découper	bɛ̀:rí			bɛ̀:rí						bɛ̀:rí	^ b ɛ̀: r í $	b ɛ̀:/ɛː r í/i	b ɛ̀:/ɛː r - í/i -	2779	5324	1432	CUT	verb
12,721	0	BenTey	cut or break (stone) into small pieces	couper ou casser (pierre) en petits morceaux	cut up	découper	cut/cut up	couper/découper	bɛ̀gɛ̌w\\bɛ̀gɛ́wà			bɛ̀gɛ́wà						bɛ̀gɛ̌w	^ b ɛ̀ g ɛ̌ w $	b ɛ̀/ɛ ɡ ɛ̌/ɛ w	b ɛ̀/ɛ - ɡ ɛ̌/ɛ w	2779	5324	1432	CUT	verb
12,722	0	JamsayDouentza	cut or break (stone) into small pieces	couper ou casser (pierre) en petits morceaux	cut up	découper	cut/cut up	couper/découper	bɛ̀rgɛ́			bɛ̀rgɛ́						bɛ̀rgɛ́	^ b ɛ̀ r g ɛ́ $	b ɛ̀/ɛ r ɡ ɛ́/ɛ	b ɛ̀/ɛ r ɡ ɛ́/ɛ -	2779	5324	1432	CUT	verb
12,723	0	Mombo	cut or break (stone) into small pieces	couper ou casser (pierre) en petits morceaux	cut up	découper	cut/cut up	couper/découper	píjágè			píjágè						píjágè	^ p í j á g è $	p í/i dʒ á/a ɡ è/e	p í/i dʒ á/a ɡ è/e	2782	5325	1432	CUT	verb
12,724	0	BonduSoNajamba	cut or break (stone) into small pieces	couper ou casser (pierre) en petits morceaux	cut up	découper	cut/cut up	couper/découper	dǎ: gwé\\gwè			dǎ: gwé						dǎ:_gwé	^ d ǎ: _ g w é $	d ǎ:/aː + ɡ w é/e	d ǎ:/aː + ɡ w é/e	2783	5326 5327	1432	CUT	verb
12,725	0	Nanga	cut or break (stone) into small pieces	couper ou casser (pierre) en petits morceaux	cut up	découper	cut/cut up	couper/découper	bɛ̀gɛ́-mí			bɛ̀gɛ́-mí						bɛ̀gɛ́-mí	^ b ɛ̀ g ɛ́ m í $	b ɛ̀/ɛ ɡ ɛ́/ɛ + m í/i	b ɛ̀/ɛ - ɡ ɛ́/ɛ - + m í/i	2779	5324 5328	1432	CUT	verb
12,726	0	PergeTegu	cut or break (stone) into small pieces	couper ou casser (pierre) en petits morceaux	cut up	découper	cut/cut up	couper/découper	pɛ́:			pɛ́:						pɛ́:	^ p ɛ́: $	p ɛ́:/ɛː	p ɛ́:/ɛː - - - -	2779	5324	1432	CUT	verb
12,727	0	TogoKan	cut or break (stone) into small pieces	couper ou casser (pierre) en petits morceaux	cut up	découper	cut/cut up	couper/découper	tɛ́wɛ́			tɛ́wɛ́						tɛ́wɛ́	^ t ɛ́ w ɛ́ $	t ɛ́/ɛ w ɛ́/ɛ	t ɛ́/ɛ w ɛ́/ɛ	2786	5329	1432	CUT	verb
12,728	0	TommoSoTongoTongo	cut or break (stone) into small pieces	couper ou casser (pierre) en petits morceaux	cut up	découper	cut/cut up	couper/découper	pɛ́lɛ́			pɛ́lɛ́						pɛ́lɛ́	^ p ɛ́ l ɛ́ $	p ɛ́/ɛ l ɛ́/ɛ	p ɛ́/ɛ l - ɛ́/ɛ -	2779	5324	1432	CUT	verb
12,729	0	ToroTegu	cut or break (stone) into small pieces	couper ou casser (pierre) en petits morceaux	cut up	découper	cut/cut up	couper/découper	wɛ̀skú\\wɛ̀ská			wɛ̀ská						wɛ̀skú	^ w ɛ̀ s k ú $	w ɛ̀/ɛ s k ú/u	w ɛ̀/ɛ s k ú/u	2788	5330	1432	CUT	verb
12,730	0	YornoSo	cut or break (stone) into small pieces	couper ou casser (pierre) en petits morceaux	cut up	découper	cut/cut up	couper/découper	jɔ̀gɔ́-\\jɔ̀gɔ́			jɔ̀gɔ́						jɔ̀gɔ́-	^ j ɔ̀ g ɔ́ $	dʒ ɔ̀/ɔ ɡ ɔ́/ɔ	dʒ ɔ̀/ɔ ɡ ɔ́/ɔ	2782	5331	1432	CUT	verb
12,731	0	BankanTey	saw (tool, e.g. for sawing calabashes)	scie (qui sert à scier les calebasses etc.)	saw	scie	cut/saw	couper/scier	céndì	céndì								céndì	^ c é nd ì $	tʃ é/e ⁿd ì/i	tʃ é/e ⁿd ì/i	8086	15705	1948	SAW	noun
12,732	0	BenTey	saw (tool, e.g. for sawing calabashes)	scie (qui sert à scier les calebasses etc.)	saw	scie	cut/saw	couper/scier	bìmbî:	bìmbî:								bìmbî:	^ b ì mb î: $	b ì/i ⁿb î:/iː	b ì/i ⁿb î:/iː	8087	15706	1948	SAW	noun
12,733	0	Bunoge	saw (tool, e.g. for sawing calabashes)	scie (qui sert à scier les calebasses etc.)	saw	scie	cut/saw	couper/scier	ká:njà	ká:njà								ká:njà	^ k á: nj à $	k á:/aː ⁿdʒ à/a	k á:/aː ⁿdʒ à/a	8088	15707	1948	SAW	noun
12,734	0	DonnoSo	saw (tool, e.g. for sawing calabashes)	scie (qui sert à scier les calebasses etc.)	saw	scie	cut/saw	couper/scier	gàbà-sěŋ	gàbà-sěŋ								gàbà-sěŋ	^ g à b à s ě ŋ $	ɡ à/a b à/a + s ě/e ŋ	ɡ à/a b à/a + s ě/e ŋ	8089	15707 15708	1948	SAW	noun
12,735	0	JamsayGourou	saw (tool, e.g. for sawing calabashes)	scie (qui sert à scier les calebasses etc.)	saw	scie	cut/saw	couper/scier	bǐm	bǐm								bǐm	^ b ǐ m $	b ǐ/i m	b ǐ/i m -	8087	15706	1948	SAW	noun
12,736	0	JamsayDouentza	saw (tool, e.g. for sawing calabashes)	scie (qui sert à scier les calebasses etc.)	saw	scie	cut/saw	couper/scier	bǐm	bǐm								bǐm	^ b ǐ m $	b ǐ/i m	b ǐ/i m -	8087	15706	1948	SAW	noun
12,737	0	JamsayMondoro	saw (tool, e.g. for sawing calabashes)	scie (qui sert à scier les calebasses etc.)	saw	scie	cut/saw	couper/scier	bǐm	bǐm								bǐm	^ b ǐ m $	b ǐ/i m	b ǐ/i m -	8087	15706	1948	SAW	noun
12,738	0	Mombo	saw (tool, e.g. for sawing calabashes)	scie (qui sert à scier les calebasses etc.)	saw	scie	cut/saw	couper/scier	kà:njá	kà:njá								kà:njá	^ k à: nj á $	k à:/aː ⁿdʒ á/a	k à:/aː ⁿdʒ á/a	8088	15707	1948	SAW	noun
12,739	0	BonduSoNajamba	saw (tool, e.g. for sawing calabashes)	scie (qui sert à scier les calebasses etc.)	saw	scie	cut/saw	couper/scier	sèm-î:\\sěm-bò = sèmî:-mbò	sèm-î:	sěm-bò							sèm-î:	^ s è m î: $	s è/e m + î:/iː	s è/e m + î:/iː	8094	15708 15709	1948	SAW	noun
12,739	1	BonduSoNajamba	saw (tool, e.g. for sawing calabashes)	scie (qui sert à scier les calebasses etc.)					sèm-î:\\sěm-bò = sèmî:-mbò	sèm-î:	sèmî:-mbò															noun
12,740	0	Nanga	saw (tool, e.g. for sawing calabashes)	scie (qui sert à scier les calebasses etc.)	saw	scie	cut/saw	couper/scier	bìmbî, pòr-bìmbî	bìmbî								bìmbî	^ b ì mb î $	b ì/i ⁿb î/i	b ì/i ⁿb î/i	8087	15706	1948	SAW	noun
12,740	1	Nanga	saw (tool, e.g. for sawing calabashes)	scie (qui sert à scier les calebasses etc.)					bìmbî, pòr-bìmbî	pòr-bìmbî																noun
12,741	0	Penange	saw (tool, e.g. for sawing calabashes)	scie (qui sert à scier les calebasses etc.)	saw	scie	cut/saw	couper/scier	ká:njà	ká:njà								ká:njà	^ k á: nj à $	k á:/aː ⁿdʒ à/a	k á:/aː ⁿdʒ à/a	8088	15707	1948	SAW	noun
12,742	0	PergeTegu	saw (tool, e.g. for sawing calabashes)	scie (qui sert à scier les calebasses etc.)	saw	scie	cut/saw	couper/scier	bì:mbú	bì:mbú								bì:mbú	^ b ì: mb ú $	b ì:/iː ⁿb ú/u	b ì:/iː ⁿb ú/u	8087	15706	1948	SAW	noun
12,743	0	Tiranige	saw (tool, e.g. for sawing calabashes)	scie (qui sert à scier les calebasses etc.)	saw	scie	cut/saw	couper/scier	gá:jà	gá:jà								gá:jà	^ g á: j à $	ɡ á:/aː dʒ à/a	ɡ á:/aː dʒ à/a	8088	15707	1948	SAW	noun
12,744	0	TogoKan	saw (tool, e.g. for sawing calabashes)	scie (qui sert à scier les calebasses etc.)	saw	scie	cut/saw	couper/scier	sí:	sí:								sí:	^ s í: $	s í:/iː	s í:/iː -	8094	15708	1948	SAW	noun
12,745	0	TommoSoTongoTongo	saw (tool, e.g. for sawing calabashes)	scie (qui sert à scier les calebasses etc.)	saw	scie	cut/saw	couper/scier	bìmbú	bì-m-bú								bìmbú	^ b ì mb ú $	b ì/i ⁿb ú/u	b ì/i ⁿb ú/u	8087	15706	1948	SAW	noun
12,746	0	ToroTegu	saw (tool, e.g. for sawing calabashes)	scie (qui sert à scier les calebasses etc.)	saw	scie	cut/saw	couper/scier	gì:ⁿgǎ:ⁿ	gì:ⁿgǎ:ⁿ								gì:ⁿgǎ:ⁿ	^ g ì:ⁿ g ǎ:ⁿ $	ɡ ì:ⁿ/ĩː ɡ ǎ:ⁿ/ãː	ɡ ì:ⁿ/ĩː ɡ ǎ:ⁿ/ãː	8088	15710	1948	SAW	noun
12,747	0	YandaDom	saw (tool, e.g. for sawing calabashes)	scie (qui sert à scier les calebasses etc.)	saw	scie	cut/saw	couper/scier	bì:mbù	bì:mbù								bì:mbù	^ b ì: mb ù $	b ì:/iː ⁿb ù/u	b ì:/iː ⁿb ù/u	8087	15706	1948	SAW	noun
12,748	0	YornoSo	saw (tool, e.g. for sawing calabashes)	scie (qui sert à scier les calebasses etc.)	saw	scie	cut/saw	couper/scier	bìmú	bìmú								bìmú	^ b ì m ú $	b ì/i m ú/u	b ì/i m ú/u	8087	15706	1948	SAW	noun
12,749	0	BankanTey	split (wood)	fendre (bois)	split	fendre	cut/split/divide	couper/fendre/diviser	gùmbó			gùmbó						gùmbó	^ g ù mb ó $	ɡ ù/u ⁿb ó/o	ɡ ù/u - ⁿb ó/o	8997	17496	1437	SPLIT	verb
12,750	0	BenTey	split (wood)	fendre (bois)	split	fendre	cut/split/divide	couper/fendre/diviser	gùmbó			gùmbó						gùmbó	^ g ù mb ó $	ɡ ù/u ⁿb ó/o	ɡ ù/u - ⁿb ó/o	8997	17496	1437	SPLIT	verb
12,751	0	Bunoge	split (wood)	fendre (bois)	split	fendre	cut/split/divide	couper/fendre/diviser	ká:gè			ká:gè						ká:gè	^ k á: g è $	k á:/aː ɡ è/e	k á:/aː ɡ è/e	8997	17497	1437	SPLIT	verb
12,752	0	DogulDomBendiely	split (wood)	fendre (bois)	split	fendre	cut/split/divide	couper/fendre/diviser	tùllé			tùllé						tùllé	^ t ù l l é $	t ù/u l l é/e	t ù/u l l é/e	8996	17498	1437	SPLIT	verb
12,753	0	DonnoSo	split (wood)	fendre (bois)	split	fendre	cut/split/divide	couper/fendre/diviser	gùmmó\\gúmm-ì			gùmmó						gùmmó	^ g ù m m ó $	ɡ ù/u m m ó/o	ɡ ù/u m m ó/o	8997	17496	1437	SPLIT	verb
12,754	0	JamsayDouentza	split (wood)	fendre (bois)	split	fendre	cut/split/divide	couper/fendre/diviser	gùmó, gùmùrⁿó			gùmó						gùmó	^ g ù m ó $	ɡ ù/u m ó/o	ɡ ù/u m - ó/o	8997	17496	1437	SPLIT	verb
12,754	1	JamsayDouentza	split (wood)	fendre (bois)					gùmó, gùmùrⁿó			gùmùrⁿó														verb
12,755	0	JamsayMondoro	split (wood)	fendre (bois)	split	fendre	cut/split/divide	couper/fendre/diviser	gùmó			gùmó						gùmó	^ g ù m ó $	ɡ ù/u m ó/o	ɡ ù/u m - ó/o	8997	17496	1437	SPLIT	verb
12,756	0	Mombo	split (wood)	fendre (bois)	split	fendre	cut/split/divide	couper/fendre/diviser	gúmbé			gúmbé						gúmbé	^ g ú mb é $	ɡ ú/u ⁿb é/e	ɡ ú/u - ⁿb é/e	8997	17496	1437	SPLIT	verb
12,757	0	BonduSoNajamba	split (wood)	fendre (bois)	split	fendre	cut/split/divide	couper/fendre/diviser	kóy\\kòyè			kòyè						kóy	^ k ó y $	k ó/o j	k ó/o j	8997	17499	1437	SPLIT	verb
12,758	0	Nanga	split (wood)	fendre (bois)	split	fendre	cut/split/divide	couper/fendre/diviser	kó:, káwrí			kó:						kó:	^ k ó: $	k óː/oː	k óː/oː -	8997	17499	1437	SPLIT	verb
12,758	1	Nanga	split (wood)	fendre (bois)					kó:, káwrí			káwrí														verb
12,759	0	Penange	split (wood)	fendre (bois)	split	fendre	cut/split/divide	couper/fendre/diviser	gúmbé, gúmbú-gè			gúmbé						gúmbé	^ g ú mb é $	ɡ ú/u ⁿb é/e	ɡ ú/u - ⁿb é/e	8997	17496	1437	SPLIT	verb
12,759	1	Penange	split (wood)	fendre (bois)					gúmbé, gúmbú-gè			gúmbú-gè														verb
12,760	0	PergeTegu	split (wood)	fendre (bois)	split	fendre	cut/split/divide	couper/fendre/diviser	gùm-bó			gùm-bó						gùm-bó	^ g ù mb ó $	ɡ ù/u m + b ó/o	ɡ ù/u m - - + b ó/o	8997	17496 17500	1437	SPLIT	verb
12,761	0	TebulUre	split (wood)	fendre (bois)	split	fendre	cut/split/divide	couper/fendre/diviser	kábílí (kábíl-tì-)			kábílí						kábílí_	^ k á b í l í _$	k á/a b í/i l í/i	k á/a b í/i l í/i	8997	17501	1437	SPLIT	verb
12,762	0	Tiranige	split (wood)	fendre (bois)	split	fendre	cut/split/divide	couper/fendre/diviser	káwá-gó			káwá-gó						káwá-gó	^ k á w á g ó $	k á/a w á/a + ɡ ó/o	k á/a w á/a + ɡ ó/o -	9006	17502 17499	1437	SPLIT	verb
12,763	0	TogoKan	split (wood)	fendre (bois)	split	fendre	cut/split/divide	couper/fendre/diviser	gùmó			gùmó						gùmó	^ g ù m ó $	ɡ ù/u m ó/o	ɡ ù/u m - ó/o	8997	17496	1437	SPLIT	verb
12,764	0	TommoSoTongoTongo	split (wood)	fendre (bois)	split	fendre	cut/split/divide	couper/fendre/diviser	bùló			bùló						bùló	^ b ù l ó $	b ù/u l ó/o	b ù/u l ó/o	9008	17503	1437	SPLIT	verb
12,765	0	ToroTegu	split (wood)	fendre (bois)	split	fendre	cut/split/divide	couper/fendre/diviser	kú\\kó			kó						kú	^ k ú $	k ú/u	k ú/u -	8997	17499	1437	SPLIT	verb
12,766	0	YandaDom	split (wood)	fendre (bois)	split	fendre	cut/split/divide	couper/fendre/diviser	gùmó\\gùmò-lí			gùmó						gùmó	^ g ù m ó $	ɡ ù/u m ó/o	ɡ ù/u m - ó/o	8997	17496	1437	SPLIT	verb
12,767	0	YornoSo	split (wood)	fendre (bois)	split	fendre	cut/split/divide	couper/fendre/diviser	gùmɔ́-\\gùmɔ́			gùmɔ́						gùmɔ́-	^ g ù m ɔ́ $	ɡ ù/u m ɔ́/ɔ	ɡ ù/u m - ɔ́/ɔ	8997	17496	1437	SPLIT	verb
12,768	0	BankanTey	peel (fruit, gingerroot) with knife	éplucher, peler (fruit, gingembre) avec un couteau	peel	éplucher	cut/peel	couper/éplucher	kɔ́:sí			kɔ́:sí						kɔ́:sí	^ k ɔ́: s í $	k ɔ́ː/ɔː s í/i	k ɔ́ː/ɔː s í/i	7117	13820	275	PEEL	verb
12,769	0	BenTey	peel (fruit, gingerroot) with knife	éplucher, peler (fruit, gingembre) avec un couteau	peel	éplucher	cut/peel	couper/éplucher	sɛ́wrú			sɛ́wrú						sɛ́wrú	^ s ɛ́ w r ú $	s ɛ́/ɛ w r ú/u	s ɛ́/ɛ w r ú/u	7118	13821	275	PEEL	verb
12,770	0	Bunoge	peel (fruit, gingerroot) with knife	éplucher, peler (fruit, gingembre) avec un couteau	peel	éplucher	cut/peel	couper/éplucher	kómbólè			kómbólè						kómbólè	^ k ó mb ó l è $	k ó/o ⁿb ó/o l è/e	k ó/o ⁿb ó/o l è/e	7119	13822	275	PEEL	verb
12,771	0	DonnoSo	peel (fruit, gingerroot) with knife	éplucher, peler (fruit, gingembre) avec un couteau	peel	éplucher	cut/peel	couper/éplucher	kɔ́dɔ̀\\kɔ́d-ɛ̀			kɔ́d-ɛ̀						kɔ́dɔ̀	^ k ɔ́ d ɔ̀ $	k ɔ́/ɔ d ɔ̀/ɔ	k ɔ́/ɔ d ɔ̀/ɔ	7117	13820	275	PEEL	verb
12,772	0	JamsayDouentza	peel (fruit, gingerroot) with knife	éplucher, peler (fruit, gingembre) avec un couteau	peel	éplucher	cut/peel	couper/éplucher	sɛ́ltɛ́			sɛ́ltɛ́						sɛ́ltɛ́	^ s ɛ́ l t ɛ́ $	s ɛ́/ɛ l t ɛ́/ɛ	s ɛ́/ɛ l t ɛ́/ɛ	7121	13823	275	PEEL	verb
12,773	0	JamsayMondoro	peel (fruit, gingerroot) with knife	éplucher, peler (fruit, gingembre) avec un couteau	peel	éplucher	cut/peel	couper/éplucher	kógóró			kógóró						kógóró	^ k ó g ó r ó $	k ó/o ɡ ó/o r ó/o	k ó/o ɡ ó/o r ó/o	7117	13824	275	PEEL	verb
12,774	0	Mombo	peel (fruit, gingerroot) with knife	éplucher, peler (fruit, gingembre) avec un couteau	peel	éplucher	cut/peel	couper/éplucher	kɔ́jɛ́			kɔ́jɛ́						kɔ́jɛ́	^ k ɔ́ j ɛ́ $	k ɔ́/ɔ dʒ ɛ́/ɛ	k ɔ́/ɔ dʒ ɛ́/ɛ	7117	13820	275	PEEL	verb
12,775	0	BonduSoNajamba	peel (fruit, gingerroot) with knife	éplucher, peler (fruit, gingembre) avec un couteau	peel	éplucher	cut/peel	couper/éplucher	wɛ̀njɛ́			wɛ̀njɛ́						wɛ̀njɛ́	^ w ɛ̀ nj ɛ́ $	w ɛ̀/ɛ ⁿdʒ ɛ́/ɛ	w ɛ̀/ɛ ⁿdʒ ɛ́/ɛ	7124	13825	275	PEEL	verb
12,776	0	Nanga	peel (fruit, gingerroot) with knife	éplucher, peler (fruit, gingembre) avec un couteau	peel	éplucher	cut/peel	couper/éplucher	sɛ́wrí			sɛ́wrí						sɛ́wrí	^ s ɛ́ w r í $	s ɛ́/ɛ w r í/i	s ɛ́/ɛ w r í/i	7118	13821	275	PEEL	verb
12,777	0	Penange	peel (fruit, gingerroot) with knife	éplucher, peler (fruit, gingembre) avec un couteau	peel	éplucher	cut/peel	couper/éplucher	kómbólè			kómbólè						kómbólè	^ k ó mb ó l è $	k ó/o ⁿb ó/o l è/e	k ó/o ⁿb ó/o l è/e	7119	13822	275	PEEL	verb
12,778	0	PergeTegu	peel (fruit, gingerroot) with knife	éplucher, peler (fruit, gingembre) avec un couteau	peel	éplucher	cut/peel	couper/éplucher	sɛ́tɛ́			sɛ́tɛ́						sɛ́tɛ́	^ s ɛ́ t ɛ́ $	s ɛ́/ɛ t ɛ́/ɛ	s ɛ́/ɛ - t ɛ́/ɛ	7121	13823	275	PEEL	verb
12,779	0	Tiranige	peel (fruit, gingerroot) with knife	éplucher, peler (fruit, gingembre) avec un couteau	peel	éplucher	cut/peel	couper/éplucher	gúgɔ́			gúgɔ́						gúgɔ́	^ g ú g ɔ́ $	ɡ ú/u ɡ ɔ́/ɔ	ɡ ú/u ɡ ɔ́/ɔ	7117	13826	275	PEEL	verb
12,780	0	TogoKan	peel (fruit, gingerroot) with knife	éplucher, peler (fruit, gingembre) avec un couteau	peel	éplucher	cut/peel	couper/éplucher	kó:rù			kó:rù						kó:rù	^ k ó: r ù $	k óː/oː r ù/u	k óː/oː r ù/u	7117	13827	275	PEEL	verb
12,781	0	TommoSoTongoTongo	peel (fruit, gingerroot) with knife	éplucher, peler (fruit, gingembre) avec un couteau	peel	éplucher	cut/peel	couper/éplucher	wɛ̀njɛ́			wɛ̀njɛ́						wɛ̀njɛ́	^ w ɛ̀ nj ɛ́ $	w ɛ̀/ɛ ⁿdʒ ɛ́/ɛ	w ɛ̀/ɛ ⁿdʒ ɛ́/ɛ	7124	13825	275	PEEL	verb
12,782	0	ToroTegu	peel (fruit, gingerroot) with knife	éplucher, peler (fruit, gingembre) avec un couteau	peel	éplucher	cut/peel	couper/éplucher	sélú\\séló			séló						sélú	^ s é l ú $	s é/e l ú/u	s é/e - l ú/u	7121	13821	275	PEEL	verb
12,783	0	YandaDom	peel (fruit, gingerroot) with knife	éplucher, peler (fruit, gingembre) avec un couteau	peel	éplucher	cut/peel	couper/éplucher	kɔ́zɔ́\\kɔ́zá-lì			kɔ́zɔ́						kɔ́zɔ́	^ k ɔ́ z ɔ́ $	k ɔ́/ɔ z ɔ́/ɔ	k ɔ́/ɔ z ɔ́/ɔ	7117	13820	275	PEEL	verb
12,784	0	YornoSo	peel (fruit, gingerroot) with knife	éplucher, peler (fruit, gingembre) avec un couteau	peel	éplucher	cut/peel	couper/éplucher	kɔ́jɔ́-\\kɔ́jɔ́			kɔ́jɔ́						kɔ́jɔ́-	^ k ɔ́ j ɔ́ $	k ɔ́/ɔ dʒ ɔ́/ɔ	k ɔ́/ɔ dʒ ɔ́/ɔ	7117	13820	275	PEEL	verb
12,785	0	BenTey	break (e.g. bread, cassava) in half with the hands	casser (baguette de pain, manioc, etc.) en deux avec la main	break, snap	casser	break/break	casser/casser	póɲóró			póɲóró						póɲóró	^ p ó ɲ ó r ó $	p ó/o ɲ/ɲ ó/o r ó/o	p ó/o ɲ/ɲ ó/o r ó/o	1763	3391	680	BREAK (DESTROY OR GET DESTROYED)	verb
12,786	0	Bunoge	break (e.g. bread, cassava) in half with the hands	casser (baguette de pain, manioc, etc.) en deux avec la main	break, snap	casser	break/break	casser/casser	mèlá-gè			mèlá-gè						mèlá-gè	^ m è l á g è $	m è/e l á/a + ɡ è/e	m è/e l á/a + ɡ è/e	1764	3392 3393	680	BREAK (DESTROY OR GET DESTROYED)	verb
12,787	0	DonnoSo	break (e.g. bread, cassava) in half with the hands	casser (baguette de pain, manioc, etc.) en deux avec la main	break, snap	casser	break/break	casser/casser	póllò\\póll-è			póll-è						póllò	^ p ó l l ò $	p ó/o l l ò/o	p ó/o l l ò/o	1763	3394	680	BREAK (DESTROY OR GET DESTROYED)	verb
12,788	0	JamsayDouentza	break (e.g. bread, cassava) in half with the hands	casser (baguette de pain, manioc, etc.) en deux avec la main	break, snap	casser	break/break	casser/casser	pɛ́:rɛ́			pɛ́:rɛ́						pɛ́:rɛ́	^ p ɛ́: r ɛ́ $	p ɛ́:/ɛː r ɛ́/ɛ	p ɛ́:/ɛː r ɛ́/ɛ	1763	3395	680	BREAK (DESTROY OR GET DESTROYED)	verb
12,789	0	Penange	break (e.g. bread, cassava) in half with the hands	casser (baguette de pain, manioc, etc.) en deux avec la main	break, snap	casser	break/break	casser/casser	gílá-gè			gílá-gè						gílá-gè	^ g í l á g è $	ɡ í/i l á/a + ɡ è/e	ɡ í/i l á/a + ɡ è/e	1764	3396 3393	680	BREAK (DESTROY OR GET DESTROYED)	verb
12,790	0	Tiranige	break (e.g. bread, cassava) in half with the hands	casser (baguette de pain, manioc, etc.) en deux avec la main	break, snap	casser	break/break	casser/casser	jínáŋgó, púrúgó			jínáŋgó						jínáŋgó	^ j í n á ŋ g ó $	dʒ í/i n á/a ŋ ɡ ó/o	dʒ í/i n á/a ŋ ɡ ó/o	1768	3397	680	BREAK (DESTROY OR GET DESTROYED)	verb
12,790	1	Tiranige	break (e.g. bread, cassava) in half with the hands	casser (baguette de pain, manioc, etc.) en deux avec la main					jínáŋgó, púrúgó			púrúgó														verb
12,791	0	TogoKan	break (e.g. bread, cassava) in half with the hands	casser (baguette de pain, manioc, etc.) en deux avec la main	break, snap	casser	break/break	casser/casser	pɛ́:gɛ́ xxx[final V]			pɛ́:gɛ́					xxx[final V]	pɛ́:gɛ́_xxx	^ p ɛ́: g ɛ́ _ x x x $	p ɛ́:/ɛː ɡ ɛ́/ɛ + x x x	p ɛ́:/ɛː ɡ ɛ́/ɛ + x x x	1769	3395 3398	680	BREAK (DESTROY OR GET DESTROYED)	verb
12,792	0	ToroTegu	break (e.g. bread, cassava) in half with the hands	casser (baguette de pain, manioc, etc.) en deux avec la main	break, snap	casser	break/break	casser/casser	dùŋgùrú\\dùŋgùrɔ́			dùŋgùrɔ́						dùŋgùrú	^ d ù ŋ g ù r ú $	d ù/u ŋ ɡ ù/u r ú/u	d ù/u ŋ ɡ ù/u r ú/u	1768	3399	680	BREAK (DESTROY OR GET DESTROYED)	verb
