ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	ALIGNMENT
3739	Bunoge	rag, tatters (old clothing)	sɔ́gú+lɛ̀	s ɔ́ g ú + l ɛ̀	10087	s ɔ́ g ú + l ɛ̀
3740	DogulDomKundialang	rag, tatters (old clothing)	sɛ́m+lɛ̀	s ɛ́ m + l ɛ̀	10088	- - - s ɛ́ m + l ɛ̀ - - - - -
3741	DonnoSo	rag, tatters (old clothing)	sɔ̀y+sɛ́m+mɛ̀lɛ̀+mɔ̀	s ɔ̀y + s ɛ́ m + m ɛ̀ l ɛ̀ + m ɔ̀	10088	s ɔ̀y + s ɛ́ m + m ɛ̀ l ɛ̀ + m ɔ̀
3742	JamsayDouentza	rag, tatters (old clothing)	sìsɛ́+rⁿɛ́wⁿɛ́	s ì s ɛ́ + rⁿ ɛ́ wⁿ ɛ́	10090	s ì s ɛ́ + rⁿ ɛ́ wⁿ ɛ́
3743	Mombo	rag, tatters (old clothing)	sójá+lá+mì	s ó j á + l á + m ì	10091	s ó j á + l á + m ì
3744	BonduSoNajamba	rag, tatters (old clothing)	sògò+jú+ŋgó	s ò g ò + j ú + ŋ g ó	10086	s ò g ò + j ú + ŋ g ó
3745	Nanga	rag, tatters (old clothing)	yùrì+sɛ́mɛ́+rⁿɛ́	y ù r ì + s ɛ́ m ɛ́ + rⁿ ɛ́	10092	y ù r ì + s ɛ́ m ɛ́ + rⁿ ɛ́
3746	Penange	rag, tatters (old clothing)	sɔ̀gɛ̀+lɛ̀	s ɔ̀ g ɛ̀ + l ɛ̀	10087	s ɔ̀ g ɛ̀ + l ɛ̀
3747	PergeTegu	rag, tatters (old clothing)	jègé+rè	j è g é + r è	10085	j è g é + r è
3748	TebulUre	rag, tatters (old clothing)	sɛ́m+mé	s ɛ́ m + m é	10088	- - - s ɛ́ m + m é - - - - -
3749	Tiranige	rag, tatters (old clothing)	sɔ̀ɔ̀yɔ́+gɔ́rɔ́	s ɔ̀ɔ̀yɔ́ + g ɔ́ r ɔ́	10096	s ɔ̀ɔ̀yɔ́ + g ɔ́ r ɔ́
3750	TogoKan	rag, tatters (old clothing)	sɛ̀mù+rⁿú	s ɛ̀ m ù + rⁿ ú	10097	s ɛ̀ m ù + rⁿ ú
3751	TommoSoTongoTongo	rag, tatters (old clothing)	sɛ́m+mɛ́lɛ́	s ɛ́ m + m ɛ́ l ɛ́	10088	- - - s ɛ́ m + m ɛ́ l ɛ́ - - -
3752	TomoKanSegue	rag, tatters (old clothing)	tùsɛ̀+lɛ̀	t ù s ɛ̀ + l ɛ̀	10099	t ù s ɛ̀ + l ɛ̀
3753	ToroTegu	rag, tatters (old clothing)	yɔ̀rù+zègí+rè	yɔ̀ r ù + z è g í + r è	10092	yɔ̀ - r ù + z è g í + r è
3754	YandaDom	rag, tatters (old clothing)	sɔ̀ŋ+sɛ́mɛ́+lɛ́	s ɔ̀ ŋ + s ɛ́ m ɛ́ + l ɛ́	10101	s ɔ̀ ŋ + s ɛ́ m ɛ́ + l ɛ́
3755	YornoSo	rag, tatters (old clothing)	sɔ̀y+sɛ́mɛ́+lɛ́	s ɔ̀y + s ɛ́ m ɛ́ + l ɛ́	10101	s ɔ̀y - + s ɛ́ m ɛ́ + l ɛ́
6726	Ampari	rain (noun)	bìrâ+w+ⁿ	b ì r â + w +ⁿ	10102	b ì r â + w +ⁿ
6727	BankanTey	rain (noun)	bò+ndú	b ò + n d ú	10103	b ò + n d ú
6728	BenTey	rain (noun)	bòlú	b ò l ú	10104	b ò l ú
6729	BenTey	rain (noun)	bǒl	b ǒ l	10104	b ǒ l -
6730	Bunoge	rain (noun)	ʔáyà	ʔ áy à	10106	ʔ áy à
6731	DogulDomBendiely	rain (noun)	áláà	á l á à	10107	á l á à
6732	DogulDomKundialang	rain (noun)	àláá	à l áá	10107	à l - áá
6733	DonnoSo	rain (noun)	àná	à n á	10107	à n - á
6734	JamsayGourou	rain (noun)	àrⁿá	à rⁿ á	10107	à rⁿ - á
6735	JamsayDouentza	rain (noun)	àrⁿá	à rⁿ á	10107	à rⁿ - á
6736	Mombo	rain (noun)	kúmá+ŋgà	k ú m á + ŋ g à	10112	k ú m á + ŋ g à
6737	BonduSoNajamba	rain (noun)	àál+ŋgé	à á l + ŋ g é	10105	à á l + ŋ g é
6738	Nanga	rain (noun)	bò+ndí	b ò + n d í	10103	b ò + n d í
6739	Penange	rain (noun)	kùmàà+ŋgà	k ù m àà + ŋ g à	10112	k ù m àà + ŋ g à
6740	PergeTegu	rain (noun)	àrⁿá	à rⁿ á	10107	à rⁿ - á
6741	TebulUre	rain (noun)	àrⁿá	à rⁿ á	10107	à rⁿ - á
6742	Tiranige	rain (noun)	áá+mì	áá + m ì	10117	áá + m ì
6743	TogoKan	rain (noun)	àrⁿú	à rⁿ ú	10118	à rⁿ ú -
6744	TommoSoTongoTongo	rain (noun)	àná	à n á	10107	à n - á
6745	ToroTegu	rain (noun)	àrⁿá	à rⁿ á	10107	à rⁿ - á
6746	YandaDom	rain (noun)	àrⁿùŋ	à rⁿ ù ŋ	10118	à rⁿ ù ŋ
6747	YornoSo	rain (noun)	àrⁿá	à rⁿ á	10107	à rⁿ - á
6791	BankanTey	rainbow	nùmú+m	n ù m ú + m	10119	n ù m ú + m
6792	BenTey	rainbow	nù+mbú+m	n ù + m b ú + m	10120	n ù - + m b ú + m
6793	Bunoge	rainbow	nɔ́ɔ́+mbɛ̀	n ɔ́ɔ́ + m b ɛ̀	10120	n ɔ́ɔ́ - + m b ɛ̀ - -
6794	DogulDomBendiely	rainbow	ɔ̀rɔ̀+ɲjá+níì	ɔ̀ r ɔ̀ + ɲ j á + n í ì	10123	ɔ̀ r ɔ̀ + ɲ j á + n í ì
6795	DonnoSo	rainbow	ànàjì+ɲɲé	à n à j ì + ɲɲ é	10124	à n à j ì + ɲɲ é
6796	DonnoSo	rainbow	nɔ̀m+mɔ́	n ɔ̀ m + m ɔ́	10120	n ɔ̀ m + m - ɔ́ - -
6797	JamsayDouentza	rainbow	nɔ̀ɔ̀+mɔ́	n ɔ̀ɔ̀ + m ɔ́	10120	n ɔ̀ɔ̀ - + m - ɔ́ - -
6798	JamsayDouentza	rainbow	nɔ̀+mɔ́	n ɔ̀ + m ɔ́	10120	n ɔ̀ - + m - ɔ́ - -
6799	Mombo	rainbow	kùmà+ŋgà+né+mbó	k ù m à + ŋ g à + n é + m b ó	10126	k ù m à + ŋ g à + n é + m b ó
6800	BonduSoNajamba	rainbow	nɔ̀+mbɛ́	n ɔ̀ + m b ɛ́	10120	n ɔ̀ - + m b ɛ́ - -
6801	Nanga	rainbow	nɔ̀ɔ̀+mbɔ́	n ɔ̀ɔ̀ + m b ɔ́	10120	n ɔ̀ɔ̀ - + m b ɔ́ - -
6802	Penange	rainbow	né+mbò	n é + m b ò	10120	n é - + m b ò - -
6803	PergeTegu	rainbow	nɔ̀ɔ̀+mbɔ́	n ɔ̀ɔ̀ + m b ɔ́	10120	n ɔ̀ɔ̀ - + m b ɔ́ - -
6804	TebulUre	rainbow	nɔ̀+mbɔ́	n ɔ̀ + m b ɔ́	10120	n ɔ̀ - + m b ɔ́ - -
6805	Tiranige	rainbow	à+ntá	à + n t á	10131	à + n t á
6806	TogoKan	rainbow	nɔ̀ɔ̀mɔ̀+sìjé	n ɔ̀ɔ̀ m ɔ̀ + s ì j é	10132	n ɔ̀ɔ̀ m ɔ̀ + s ì j é
6807	TommoSoTongoTongo	rainbow	nɔ̀m+mɔ́	n ɔ̀ m + m ɔ́	10120	n ɔ̀ m + m - ɔ́ - -
6808	ToroTegu	rainbow	nà+má	n à + m á	10134	n à + m á
6809	YandaDom	rainbow	nɔ̀+mɔ̀	n ɔ̀ + m ɔ̀	10120	n ɔ̀ - + m - ɔ̀ - -
6810	YornoSo	rainbow	nɔ̀+mɔ́	n ɔ̀ + m ɔ́	10120	n ɔ̀ - + m - ɔ́ - -
14132	BenTey	rake (tool)	bèrù+yàw+ríì	b è r ù + y à w + r í ì	10135	b è r ù + y à w + r í ì
14133	DogulDomBendiely	rake (tool)	wɔ̀rɔ̀+wɔ̀rɔ́	w ɔ̀ r ɔ̀ + w ɔ̀ r ɔ́	10136	w ɔ̀ r ɔ̀ + w ɔ̀ r ɔ́
14134	DonnoSo	rake (tool)	wɔ̀rɔ̀+wɔ̀rú	w ɔ̀ r ɔ̀ + w ɔ̀ r ú	10136	w ɔ̀ r ɔ̀ + w ɔ̀ r ú
14135	JamsayDouentza	rake (tool)	ànjàà+rú	à n j àà + r ú	10138	à n j àà + r ú
14136	Nanga	rake (tool)	bèrì+jààrí	b è r ì + j àà r í	10139	b è r ì + j àà r í
14137	Nanga	rake (tool)	jààrì+jààrí	j àà r ì + j àà r í	10139	j àà r ì + j àà r í
14138	Tiranige	rake (tool)	sɔ̀gɔ̀+gèbá+lìyè	s ɔ̀ g ɔ̀ + g è b á + l ì y è	10140	s ɔ̀ g ɔ̀ + g è b á + l ì y è
14139	TogoKan	rake (tool)	jèrú	j è r ú	10141	j è r ú
14140	ToroTegu	rake (tool)	àràtóò	à r à t ó ò	10142	à r à t ó ò
256	BenTey	ram	pɛ̀rɛ̀á+rⁿà+m	p ɛ̀ r ɛ̀á + rⁿ à + m	10143	p ɛ̀ r ɛ̀á + rⁿ à + m
257	DonnoSo	ram	pèdùà+ná	p è d ù à + n á	10145	p è d ù à + n á
258	JamsayGourou	ram	pèèzùà+gíí	p èè z ù à + g íí	10147	p èè z ù à + g íí
259	JamsayDouentza	ram	pèèjùà+rⁿá	p èè j ù à + rⁿ á	10145	p èè j ù à + rⁿ á
260	Mombo	ram	ànnà+wálá	à nn à + w á l á	10148	à nn à + w á l á
261	BonduSoNajamba	ram	pɛ̀gáá+nè	p ɛ̀ g áá + n è	10144	p ɛ̀ g áá + n è
262	Nanga	ram	pɛ̀r+gɛ̀árⁿâ	p ɛ̀ r + g ɛ̀á rⁿ â	10149	p ɛ̀ r + g ɛ̀á rⁿ â
263	TogoKan	ram	pèjùà+rⁿá	p è j ù à + rⁿ á	10145	p è j ù à + rⁿ á
264	TommoSoTongoTongo	ram	pèdùà+ná	p è d ù à + n á	10145	p è d ù à + n á
265	TomoKanSegue	ram	pèjì+jèⁿjè+ⁿ	p è j ì + j èⁿ j è +ⁿ	10152	p è j ì + j èⁿ j è +ⁿ
266	ToroTegu	ram	bɛ̀lùà+rá	b ɛ̀ l ù à + r á	10145	b ɛ̀ l ù à + r á
267	ToroTegu	ram	bɛ̀làà+rá	b ɛ̀ l àà + r á	10145	b ɛ̀ l - àà + r á
268	YornoSo	ram	pèjùà+rⁿá	p è j ù à + rⁿ á	10145	p è j ù à + rⁿ á
4866	BankanTey	raw, uncooked (meat)	kèsúm	k è s ú m	10153	k è s ú m
4867	BenTey	raw, uncooked (meat)	cès+ú	c è s + ú	10154	c è s + ú
4868	BenTey	raw, uncooked (meat)	kès+ú	k è s + ú	10154	k è s + ú
4869	Bunoge	raw, uncooked (meat)	kàj+ì	k à j + ì	10156	k à j + ì
4870	DogulDomKundialang	raw, uncooked (meat)	kòló+ó	k ò l ó + ó	10155	k ò l ó + ó
4871	DonnoSo	raw, uncooked (meat)	kòòl+ó	k òò l + ó	10158	k òò l + ó
4872	JamsayDouentza	raw, uncooked (meat)	kòr+ó	k ò r + ó	10158	k ò r + ó
4873	Mombo	raw, uncooked (meat)	kól+ò	k ó l + ò	10158	k ó l + ò
4874	BonduSoNajamba	raw, uncooked (meat)	kòló+ò	k ò l ó + ò	10155	k ò l ó + ò
4875	Nanga	raw, uncooked (meat)	kèès+í	k èè s + í	10154	k èè s + í
4876	Penange	raw, uncooked (meat)	kòl+ò	k ò l + ò	10158	k ò l + ò
4877	PergeTegu	raw, uncooked (meat)	kòr+ó	k ò r + ó	10158	k ò r + ó
4878	TebulUre	raw, uncooked (meat)	kò+ó	k ò + ó	10158	k ò - + ó
4879	Tiranige	raw, uncooked (meat)	kól+ó	k ó l + ó	10158	k ó l + ó
4880	TogoKan	raw, uncooked (meat)	kòr+ó	k ò r + ó	10158	k ò r + ó
4881	TommoSoTongoTongo	raw, uncooked (meat)	kól+ó	k ó l + ó	10158	k ó l + ó
4882	TomoKanSegue	raw, uncooked (meat)	kól+ó	k ó l + ó	10158	k ó l + ó
4883	ToroTegu	raw, uncooked (meat)	ɛ́t+ú	ɛ́ t + ú	10169	ɛ́ t + ú
4884	ToroTegu	raw, uncooked (meat)	ɔ̀r+ú	ɔ̀ r + ú	10173	ɔ̀ r + ú
4885	YandaDom	raw, uncooked (meat)	kòl+ò	k ò l + ò	10158	k ò l + ò
4886	YornoSo	raw, uncooked (meat)	kòl+ó	k ò l + ó	10158	k ò l + ó
14727	BankanTey	razor	lààm+kálá	l àà m + k á l á	10174	l àà - m - + k á l á
14728	BankanTey	razor	làà+mbé+ré	l àà + m b é + r é	10175	l àà + m b é + r é
14729	BenTey	razor	làà+mbé+ré	l àà + m b é + r é	10175	l àà + m b é + r é
14730	DogulDomBendiely	razor	láàm+kálá	l á à m + k á l á	10174	l á à m - + k á l á
14731	DonnoSo	razor	lààmù+kàlá	l àà m ù + k à l á	10174	l àà - m ù + k à l á
14732	JamsayDouentza	razor	rás+wáàr	r á s + w á à r	10179	r á s + w á à r
14733	Mombo	razor	lám+kárà	l á m + k á r à	10174	l á - m - + k á r à
14734	BonduSoNajamba	razor	àràsɔ̂ɔ̂+r	à r à s ɔ̂ɔ̂ + r	10176	à r à s ɔ̂ɔ̂ + r -
14735	Nanga	razor	làà+mbé+ré	l àà + m b é + r é	10175	l àà + m b é + r é
14736	PergeTegu	razor	làà+mbé+ré	l àà + m b é + r é	10175	l àà + m b é + r é
14737	TogoKan	razor	àràsɔ́ɔ́+rú	à r à s ɔ́ɔ́ + r ú	10176	à r à s ɔ́ɔ́ + r ú
14738	TommoSoTongoTongo	razor	ràs+wár	r à s + w á r	10179	r à s + w á - r
14739	ToroTegu	razor	kúkà+rà	k ú k à + r à	10185	k ú k à + r à
14740	YandaDom	razor	lààm+táná	l àà m + t á n á	10186	l àà m + t á n á
14741	YornoSo	razor	lààm+kálá	l àà m + k á l á	10174	l àà - m - + k á l á
14181	BankanTey	read (sth)	jáŋg+àk+áŋ	j á ŋ g + à k + á ŋ	10187	j á ŋ g + à k + á ŋ - -
14182	BenTey	read (sth)	jáŋg+ɛ́	j á ŋ g + ɛ́	10188	j á ŋ g + ɛ́
14183	Bunoge	read (sth)	jàŋg+ík+ánì	j à ŋ g + í k + á n ì	10187	j à ŋ g + í k + á n - ì
14184	DogulDomBendiely	read (sth)	jàŋg+ɛ́	j à ŋ g + ɛ́	10188	j à ŋ g + ɛ́
14185	DonnoSo	read (sth)	jàŋg+á	j à ŋ g + á	10188	j à ŋ g + á
14186	JamsayDouentza	read (sth)	jáŋg+ɛ́	j á ŋ g + ɛ́	10188	j á ŋ g + ɛ́
14187	Mombo	read (sth)	jáŋg+ìk+ání	j á ŋ g + ì k + á n í	10187	j á ŋ g + ì k + á n - í
14188	BonduSoNajamba	read (sth)	jáŋg+ɛ́	j á ŋ g + ɛ́	10188	j á ŋ g + ɛ́
14189	Nanga	read (sth)	jàŋg+í	j à ŋ g + í	10188	j à ŋ g + í
14190	Penange	read (sth)	kàl+à+kán+í	k à l + à + k á n + í	10196	k à l + à + k á n + í
14191	PergeTegu	read (sth)	jáŋg+ɛ́	j á ŋ g + ɛ́	10188	j á ŋ g + ɛ́
14192	Tiranige	read (sth)	jàŋg+ík+án�ú	j à ŋ g + í k + á n � ú	10187	j à ŋ g + í k + á n � ú
14193	TogoKan	read (sth)	jàŋ+á	j à ŋ + á	10188	j à ŋ - + á
14194	TommoSoTongoTongo	read (sth)	jàŋg+á	j à ŋ g + á	10188	j à ŋ g + á
14195	ToroTegu	read (sth)	kárⁿ+á	k á rⁿ + á	10201	k á rⁿ + á
14196	YandaDom	read (sth)	zàŋ+à+lí	z à ŋ + à + l í	10202	z à ŋ + à + l í
14197	YornoSo	read (sth)	jàŋ+á	j à ŋ + á	10188	j à ŋ - + á
5596	BankanTey	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	gá	g á	10203	g á - -
5597	BenTey	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	gá	g á	10203	g á - -
5598	Bunoge	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	sɛ́l+ɛ̀	s ɛ́ l + ɛ̀	10206	s ɛ́ l + ɛ̀
5599	DogulDomKundialang	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	sɛ́m+ɛ̀	s ɛ́ m + ɛ̀	10206	s ɛ́ m + ɛ̀
5600	DonnoSo	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	gà+á	g à + á	10203	g à + á
5601	JamsayGourou	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	wà+á	w à + á	10209	w à + á
5602	JamsayDouentza	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	wà+á	w à + á	10209	w à + á
5603	JamsayMondoro	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	wà+á	w à + á	10209	w à + á
5604	Mombo	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	sɛ́m+ɛ́	s ɛ́ m + ɛ́	10206	s ɛ́ m + ɛ́
5605	BonduSoNajamba	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	gày+è	g à y + è	10205	g à y + è
5606	Nanga	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	gà+á	g à + á	10203	g à + á
5607	Penange	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	sɛ́m+ɛ́	s ɛ́ m + ɛ́	10206	s ɛ́ m + ɛ́
5608	PergeTegu	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	gà+á	g à + á	10203	g à + á
5609	TebulUre	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	gá	g á	10203	g á - -
5610	Tiranige	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	sɛ́m+ɔ́	s ɛ́ m + ɔ́	10206	s ɛ́ m + ɔ́
5611	TogoKan	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	kɛ́j+ɛ́	k ɛ́ j + ɛ́	10218	k ɛ́ j + ɛ́
5612	TommoSoTongoTongo	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	gà+á	g à + á	10203	g à + á
5613	TomoKanSegue	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	wɛ̀l+ɛ̀	w ɛ̀ l + ɛ̀	10220	w ɛ̀ l + ɛ̀
5614	ToroTegu	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	cɛ́s+á	c ɛ́ s + á	10218	c ɛ́ s + á
5615	YandaDom	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	gà+á	g à + á	10203	g à + á
5616	YornoSo	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	kɛ́j+ɛ́	k ɛ́ j + ɛ́	10218	k ɛ́ j + ɛ́
5617	YornoSo	reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle	gà+á	g à + á	10203	g à + á
5618	BankanTey	reap, cut off (millet grain spikes)	kɛ́s+ɛ́	k ɛ́ s + ɛ́	10222	k ɛ́ s + ɛ́
5619	BenTey	reap, cut off (millet grain spikes)	kɔ́s+ú	k ɔ́ s + ú	10222	k ɔ́ s + ú
5620	DogulDomBendiely	reap, cut off (millet grain spikes)	gɛ̀l+ɛ́	g ɛ̀ l + ɛ́	10224	g ɛ̀ l + ɛ́
5621	JamsayDouentza	reap, cut off (millet grain spikes)	cɛ́j+ɛ́	c ɛ́ j + ɛ́	10222	c ɛ́ j + ɛ́
5622	BonduSoNajamba	reap, cut off (millet grain spikes)	kɛ́j+ɛ́	k ɛ́ j + ɛ́	10222	k ɛ́ j + ɛ́
5623	Nanga	reap, cut off (millet grain spikes)	kɛ́s+ɛ́	k ɛ́ s + ɛ́	10222	k ɛ́ s + ɛ́
5624	TogoKan	reap, cut off (millet grain spikes)	gɛ̀r+ɛ́	g ɛ̀ r + ɛ́	10224	g ɛ̀ r + ɛ́
5625	TommoSoTongoTongo	reap, cut off (millet grain spikes)	kɛ́d+ɛ́	k ɛ́ d + ɛ́	10222	k ɛ́ d + ɛ́
5626	ToroTegu	reap, cut off (millet grain spikes)	kɔ́s+ɔ́	k ɔ́ s + ɔ́	10222	k ɔ́ s + ɔ́
5627	YornoSo	reap, cut off (millet grain spikes)	kɛ́j+ɛ́	k ɛ́ j + ɛ́	10222	k ɛ́ j + ɛ́
10796	BankanTey	receive, accept, take (sth given)	ǎw	ǎ w	10225	ǎ w - -
10797	BenTey	receive, accept, take (sth given)	à+wú	à + w ú	10226	à + w ú
10798	Bunoge	receive, accept, take (sth given)	ʔáb+è	ʔ á b + è	10227	ʔ á b + è
10799	DogulDomKundialang	receive, accept, take (sth given)	áb+è	á b + è	10227	- á b + è
10800	DonnoSo	receive, accept, take (sth given)	yàb+á	y à b + á	10227	y à b + á
10801	JamsayGourou	receive, accept, take (sth given)	yɔ̀w+ɔ́	yɔ̀ w + ɔ́	10231	yɔ̀ w + ɔ́
10802	JamsayDouentza	receive, accept, take (sth given)	yɔ̀w+ɔ́	yɔ̀ w + ɔ́	10231	yɔ̀ w + ɔ́
10803	JamsayMondoro	receive, accept, take (sth given)	yɔ̀w+ɔ́	yɔ̀ w + ɔ́	10231	yɔ̀ w + ɔ́
10804	Mombo	receive, accept, take (sth given)	áb+é	á b + é	10227	- á b + é
10805	BonduSoNajamba	receive, accept, take (sth given)	àb+è	à b + è	10227	- à b + è
10806	Nanga	receive, accept, take (sth given)	àw+á	à w + á	10225	à w + á
10807	Penange	receive, accept, take (sth given)	áb+é	á b + é	10227	- á b + é
10808	PergeTegu	receive, accept, take (sth given)	àw+á	à w + á	10225	à w + á
10809	TebulUre	receive, accept, take (sth given)	bɛ̌ɛ̌d+ɛ̀	b ɛ̌ɛ̌ d + ɛ̀	10238	b ɛ̌ɛ̌ d + ɛ̀
10810	TebulUre	receive, accept, take (sth given)	àb+á	à b + á	10227	- à b + á
10811	Tiranige	receive, accept, take (sth given)	áw+ó	á w + ó	10225	á w + ó
10812	Tiranige	receive, accept, take (sth given)	áb+ó	á b + ó	10227	- á b + ó
10813	TogoKan	receive, accept, take (sth given)	yɔ̀w+ɔ́	yɔ̀ w + ɔ́	10231	yɔ̀ w + ɔ́
10814	TogoKan	receive, accept, take (sth given)	yɔ̌+ɔ̌	yɔ̌ + ɔ̌	10231	yɔ̌ - + ɔ̌
10815	TommoSoTongoTongo	receive, accept, take (sth given)	yàb+á	y à b + á	10227	y à b + á
10816	ToroTegu	receive, accept, take (sth given)	bá	b á	10242	b á
10817	YandaDom	receive, accept, take (sth given)	áb+é	á b + é	10227	- á b + é
10818	YandaDom	receive, accept, take (sth given)	ábíy+ɛ́	á b íy + ɛ́	10248	á b íy + ɛ́
10819	YornoSo	receive, accept, take (sth given)	yàb+á	y à b + á	10227	y à b + á
15968	Ampari	red (including brown and orange)	bɔ̀ɔ̀mb+ɛ̀	b ɔ̀ɔ̀ m b + ɛ̀	10249	b ɔ̀ɔ̀ m b + ɛ̀
15969	BankanTey	red (including brown and orange)	bàrⁿâ+yⁿ	b à rⁿ â + yⁿ	10250	b à rⁿ â - + yⁿ
15970	BenTey	red (including brown and orange)	bárⁿàwⁿ	b á rⁿ à wⁿ	10250	b á rⁿ à wⁿ - -
15971	Bunoge	red (including brown and orange)	bɔ̀w	b ɔ̀ w	10253	b ɔ̀ w
15972	DogulDomBendiely	red (including brown and orange)	bánùŋ	b á n ù ŋ	10254	b á n ù ŋ - - - - - - - -
15973	DogulDomKundialang	red (including brown and orange)	bánùŋ+�	b á n ù ŋ + �	10254	b á n ù ŋ + � - - - - - -
15974	DonnoSo	red (including brown and orange)	bán+ù	b á n + ù	10254	b á n - - - - - - + ù - -
15975	JamsayGourou	red (including brown and orange)	bán	b á n	10254	b á n - - - - - - - - - -
15976	JamsayDouentza	red (including brown and orange)	bán	b á n	10254	b á n - - - - - - - - - -
15977	JamsayMondoro	red (including brown and orange)	bán	b á n	10254	b á n - - - - - - - - - -
15978	Mombo	red (including brown and orange)	bún+ú	b ú n + ú	10254	b ú n - - - - - - - - + ú
15979	BonduSoNajamba	red (including brown and orange)	bán+è	b á n + è	10254	b á n - - - - + è - - - -
15980	Nanga	red (including brown and orange)	bárⁿí	b á rⁿ í	10250	b á rⁿ í - - -
15981	Penange	red (including brown and orange)	bɔ̀mb+ɛ̀	b ɔ̀ m b + ɛ̀	10249	b ɔ̀ m b + ɛ̀
15982	PergeTegu	red (including brown and orange)	bárⁿú	b á rⁿ ú	10250	b á rⁿ ú - - -
15983	TebulUre	red (including brown and orange)	bárⁿɛ̀+ɛ̀	b á rⁿ ɛ̀ + ɛ̀	10250	b á rⁿ ɛ̀ - + ɛ̀
15984	TebulUre	red (including brown and orange)	bárⁿɛ̀+ɛ̀	b á rⁿ ɛ̀ + ɛ̀	10250	b á rⁿ ɛ̀ - + ɛ̀
15985	Tiranige	red (including brown and orange)	bún+í	b ú n + í	10254	b ú n - - - - - - - - + í
15986	TogoKan	red (including brown and orange)	b+áⁿ	b + áⁿ	10266	b + áⁿ
15987	TommoSoTongoTongo	red (including brown and orange)	bán+ú	b á n + ú	10254	b á n - - - - - - + ú - -
15988	ToroTegu	red (including brown and orange)	bárⁿú	b á rⁿ ú	10250	b á rⁿ ú - - -
15989	YandaDom	red (including brown and orange)	bǎn	b ǎ n	10254	b ǎ n - - - - - - - - - -
15990	YornoSo	red (including brown and orange)	bán	b á n	10254	b á n - - - - - - - - - -
11028	BankanTey	refuse, reject (a proposal or agreement)	sál+à+káŋ	s á l + à + k á ŋ	10267	s á l + à + k á ŋ
11029	BenTey	refuse, reject (a proposal or agreement)	sál+ɛ́	s á l + ɛ́	10267	s á l + ɛ́ - - - -
11030	JamsayDouentza	refuse, reject (a proposal or agreement)	sál+á	s á l + á	10267	s á l + á - - - -
11031	Nanga	refuse, reject (a proposal or agreement)	sál+ɛ́	s á l + ɛ́	10267	s á l + ɛ́ - - - -
11032	PergeTegu	refuse, reject (a proposal or agreement)	sál+ɛ́	s á l + ɛ́	10267	s á l + ɛ́ - - - -
11033	TommoSoTongoTongo	refuse, reject (a proposal or agreement)	wa	w a	10272	w a
11034	YornoSo	refuse, reject (a proposal or agreement)	sál+á	s á l + á	10267	s á l + á - - - -
12925	BankanTey	regret (verb), be sorry	ním+sìt+àkáŋ	n í m + s ì t + à k á ŋ	10273	n í m + - - s ì t + à k á ŋ - -
12926	BenTey	regret (verb), be sorry	ním+sít+ɛ́	n í m + s í t + ɛ́	10273	n í m + - - s í t + ɛ́ - - - - -
12927	Bunoge	regret (verb), be sorry	ním+sìk+ánì	n í m + s ì k + á n ì	10276	n í m + - - s ì k + á n - ì
12928	DonnoSo	regret (verb), be sorry	ním+ì+sɛ̀k+án�à	n í m + ì + s ɛ̀ k + á n � à	10276	n í m + ì + s ɛ̀ k + á n � à
12929	JamsayDouentza	regret (verb), be sorry	ním+í+sɛ́	n í m + í + s ɛ́	10273	n í m + í + s ɛ́ - - - - - - - -
12930	JamsayDouentza	regret (verb), be sorry	mààn+á	m àà n + á	10288	m àà n + á
12931	Mombo	regret (verb), be sorry	ním+í+ns+ákán+í	n í m + í + n s + á k á n + í	10279	n í m + í + n s + á k á n + í
12932	BonduSoNajamba	regret (verb), be sorry	yáŋg+ìt+írɛ́	yá ŋ g + ì t + í r ɛ́	10275	yá ŋ g + ì t + í r ɛ́
