DOCULECT,GLOSS,IPA
PergeTegu,bring,j u w - ɔ xxx
TebulUre,bring,z ɛ - ɛ
Tiranige,bring,s o g - o
TogoKan,bring,j ɛɛ r - ɛ
TommoSoTongoTongo,bring,j ɛɛ l - ɛ
ToroTegu,bring,z ee r - u
YandaDom,bring,z o
YornoSo,bring,j ɛɛ l - ɛ
BankanTey,send (sb) on an errand,t i
BenTey,send (sb) on an errand,t i t - i - r u t - i
BenTey,send (sb) on an errand,t i
Bunoge,send (sb) on an errand,t ii w - ɛ
DonnoSo,send (sb) on an errand,t e - e
JamsayDouentza,send (sb) on an errand,t i - i
Mombo,send (sb) on an errand,t ii t - y e - e
BonduSoNajamba,send (sb) on an errand,b aa r - ɛ
Nanga,send (sb) on an errand,b aa r - i
Nanga,send (sb) on an errand,t ii t - i - y i
Penange,send (sb) on an errand,t i y - ɛ
TogoKan,send (sb) on an errand,t i
TommoSoTongoTongo,send (sb) on an errand,t u y - o
ToroTegu,send (sb) on an errand,t i w - o
ToroTegu,send (sb) on an errand,ʔ
YandaDom,send (sb) on an errand,t ɔ ŋ - t ɔ
YornoSo,send (sb) on an errand,t u y
BankanTey,"carry (sth, on one's head)",d u
BenTey,"carry (sth, on one's head)",d u
Bunoge,"carry (sth, on one's head)",d u y - y ɛ
DogulDomBendiely,"carry (sth, on one's head)",d u y - y ɛ
DogulDomKundialang,"carry (sth, on one's head)",d u y - y ɛ
DonnoSo,"carry (sth, on one's head)",d u y - y ɛ - ɛ
JamsayGourou,"carry (sth, on one's head)",d e - e
JamsayDouentza,"carry (sth, on one's head)",d e - e
JamsayMondoro,"carry (sth, on one's head)",d e - e
Mombo,"carry (sth, on one's head)",d u y ɛ - ɛ
BonduSoNajamba,"carry (sth, on one's head)",d i y - ɛ
Nanga,"carry (sth, on one's head)",d uu y - i
Penange,"carry (sth, on one's head)",d u y - ɛ
PergeTegu,"carry (sth, on one's head)",d i y - e
TebulUre,"carry (sth, on one's head)",d i s - ɔ
Tiranige,"carry (sth, on one's head)",d u y - ɔ
TogoKan,"carry (sth, on one's head)",d u w ɛ - ɛ
TommoSoTongoTongo,"carry (sth, on one's head)",d u y - i - y ɔ
ToroTegu,"carry (sth, on one's head)",d e
YandaDom,"carry (sth, on one's head)",d i y - ɛ
YornoSo,"carry (sth, on one's head)",d u y ɛ - ɛ
BankanTey,"carry, transport (sth, e.g. on a cart)",d u
BenTey,"carry, transport (sth, e.g. on a cart)",d u
JamsayDouentza,"carry, transport (sth, e.g. on a cart)",d e - e
Mombo,"carry, transport (sth, e.g. on a cart)",d u y ɛ - ɛ
Mombo,"carry, transport (sth, e.g. on a cart)",d u y ɛ - ɛ
BonduSoNajamba,"carry, transport (sth, e.g. on a cart)",d ii r - ɛ
Nanga,"carry, transport (sth, e.g. on a cart)",d uu y - i
PergeTegu,"carry, transport (sth, e.g. on a cart)",d i y - e
TogoKan,"carry, transport (sth, e.g. on a cart)",d u w ɛ - ɛ
TommoSoTongoTongo,"carry, transport (sth, e.g. on a cart)",d u y - i - y ɔ
ToroTegu,"carry, transport (sth, e.g. on a cart)",ʔ
YandaDom,"carry, transport (sth, e.g. on a cart)",d i y - ɛ - z i n
YornoSo,"carry, transport (sth, e.g. on a cart)",d u y ɛ - ɛ
BankanTey,"carry (bag, rifle) by slinging strap over one's shoulder",g ɔ w - i - y i
BenTey,"carry (bag, rifle) by slinging strap over one's shoulder",w a k - k ɛ
DonnoSo,"carry (bag, rifle) by slinging strap over one's shoulder",d a l ɛ - ɛ
JamsayDouentza,"carry (bag, rifle) by slinging strap over one's shoulder",d a r - a
JamsayMondoro,"carry (bag, rifle) by slinging strap over one's shoulder",d a r - a
Mombo,"carry (bag, rifle) by slinging strap over one's shoulder",p a d - y e - e
BonduSoNajamba,"carry (bag, rifle) by slinging strap over one's shoulder",g u b - i - y ɛ
BonduSoNajamba,"carry (bag, rifle) by slinging strap over one's shoulder",g ɔ g - i - y ɛ
Nanga,"carry (bag, rifle) by slinging strap over one's shoulder",g ɔ g - i - y i
Nanga,"carry (bag, rifle) by slinging strap over one's shoulder",d a r - i - y i
Penange,"carry (bag, rifle) by slinging strap over one's shoulder",p a r - y e
PergeTegu,"carry (bag, rifle) by slinging strap over one's shoulder",d a r - i - y ɛ
TebulUre,"carry (bag, rifle) by slinging strap over one's shoulder",g ɔ g - a
Tiranige,"carry (bag, rifle) by slinging strap over one's shoulder",g u w - i - y ɔ
TogoKan,"carry (bag, rifle) by slinging strap over one's shoulder",d a r i - i
TommoSoTongoTongo,"carry (bag, rifle) by slinging strap over one's shoulder",g ɔɔ g - i - y ɛ
ToroTegu,"carry (bag, rifle) by slinging strap over one's shoulder",g o g - i - y o
YandaDom,"carry (bag, rifle) by slinging strap over one's shoulder",g ɔ j - j ɛ
YornoSo,"carry (bag, rifle) by slinging strap over one's shoulder",d a l - ɛ
DonnoSo,"carry (e.g. child, radio) in hands against one's ribs or abdomen",a m g ɛ - ɛ
BonduSoNajamba,"carry (e.g. child, radio) in hands against one's ribs or abdomen",u b i y - ɛ
PergeTegu,"carry (e.g. child, radio) in hands against one's ribs or abdomen",a m g - a
TebulUre,"carry (e.g. child, radio) in hands against one's ribs or abdomen",a m b - a
TogoKan,"carry (e.g. child, radio) in hands against one's ribs or abdomen",d i w - e - r e
TommoSoTongoTongo,"carry (e.g. child, radio) in hands against one's ribs or abdomen",a mm - u - g i y - ɛ
YandaDom,"carry (e.g. child, radio) in hands against one's ribs or abdomen",a m i y - ɛ
YornoSo,"carry (e.g. child, radio) in hands against one's ribs or abdomen",a m ŋ ɛ - ɛ
BankanTey,fall,y a - a
BenTey,fall,y a ɣ - a
Bunoge,fall,t u b - b ɛ
DogulDomBendiely,fall,y ɛ g - ɛ
DogulDomKundialang,fall,b a g - e
DogulDomKundialang,fall,y ɛ g - ɛ
DonnoSo,fall,n u m b - e
JamsayGourou,fall,n u m - o
JamsayDouentza,fall,n u m - o
JamsayMondoro,fall,n u m - o
Mombo,fall,y ɛ g - ɛ
BonduSoNajamba,fall,d ɛ ŋ - ɛ
Nanga,fall,y ɛ g - ɛ
Penange,fall,t i b - ɛ
PergeTegu,fall,n u m b - ɔ
Tiranige,fall,d u m b - ɔ
TogoKan,fall,b a g - a
TommoSoTongoTongo,fall,n u m b - o
ToroTegu,fall,l u w - o
YandaDom,fall,p i l - e
YornoSo,fall,n u m - ɔ
BankanTey,let drop (load carried on head),d ɛ z - i
BenTey,let drop (load carried on head),d ɛ n - j i
JamsayDouentza,let drop (load carried on head),k a m - a - s u n - u ŋ o
JamsayDouentza,let drop (load carried on head),d e ɲ - e
JamsayMondoro,let drop (load carried on head),k a m - a - s u n - u ŋ o
Mombo,let drop (load carried on head),s i g - e - m i
BonduSoNajamba,let drop (load carried on head),d i n - j e
Nanga,let drop (load carried on head),s ɔ g - ɔ
PergeTegu,let drop (load carried on head),d ɛ n - j ɛ
TogoKan,let drop (load carried on head),y u g - o
TommoSoTongoTongo,let drop (load carried on head),d ɛ m - m ɛ
ToroTegu,let drop (load carried on head),y - ⁿ a ŋ a
YandaDom,let drop (load carried on head),d e m - ɛ
YornoSo,let drop (load carried on head),d ɛ ɲ - ɛ
BankanTey,(e.g. stick) be dropped (by sb),y aa s - i - y e
BenTey,(e.g. stick) be dropped (by sb),y a ɣ - a
JamsayDouentza,(e.g. stick) be dropped (by sb),b a ɣ - a
Mombo,(e.g. stick) be dropped (by sb),d ɔ m b - u l - ɛ
BonduSoNajamba,(e.g. stick) be dropped (by sb),p o r - d ɛ ŋ - ɛ
Nanga,(e.g. stick) be dropped (by sb),y ɛ g - ɛ
PergeTegu,(e.g. stick) be dropped (by sb),b a g - a
TommoSoTongoTongo,(e.g. stick) be dropped (by sb),ɛ ll - i - y ɛ
ToroTegu,(e.g. stick) be dropped (by sb),l u w - o
YornoSo,(e.g. stick) be dropped (by sb),b a g - a
BankanTey,"slide, slip",s a s - i - y i
BenTey,"slide, slip",s a s - i - r i
DogulDomBendiely,"slide, slip",t o n d - u l - u m e
DonnoSo,"slide, slip",s aa d ɛ - ɛ
JamsayGourou,"slide, slip",s a s - a - r a
JamsayDouentza,"slide, slip",s aa j - a
JamsayDouentza,"slide, slip",t a r - j a
Mombo,"slide, slip",s aa n - j e
BonduSoNajamba,"slide, slip",s a j - e
Nanga,"slide, slip",t a s - a
Penange,"slide, slip",s a n - j a l - e
PergeTegu,"slide, slip",s a s - a - r a
Tiranige,"slide, slip",s a j - o
TogoKan,"slide, slip",s a j - a
TommoSoTongoTongo,"slide, slip",s a d - a
ToroTegu,"slide, slip",t a t - u - r a
YandaDom,"slide, slip",s aa z - i - y ɛ
YornoSo,"slide, slip",s a j ɛ - ɛ
BankanTey,"(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)",t aa n - i - g a ŋ
BenTey,"(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)",b u s - o
JamsayDouentza,"(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)",b u j - o
JamsayMondoro,"(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)",t o ŋ - o - k u n - o
Mombo,"(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)",t a ŋ g - a m - i
BonduSoNajamba,"(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)",s i m b - i r - ɛ g a n
Nanga,"(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)",b u s - o
PergeTegu,"(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)",s u s - u - r o
PergeTegu,"(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)",b u s - o
TogoKan,"(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)",b u j - o
TommoSoTongoTongo,"(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)",t a ŋ - u - n d - a
ToroTegu,"(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)",t o ŋ g - u r - o
YandaDom,"(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)",b u z - o - k u n d - o
YornoSo,"(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)",b u j - o
BankanTey,cart drawn by donkeys or oxen,w o t o - r o
BenTey,cart drawn by donkeys or oxen,w oo t o - r o
BenTey,cart drawn by donkeys or oxen,w o g o - t o r o
Bunoge,cart drawn by donkeys or oxen,w o t o - r o
DogulDomKundialang,cart drawn by donkeys or oxen,w o g - t o r o
DonnoSo,cart drawn by donkeys or oxen,w o g o - t o r o
JamsayGourou,cart drawn by donkeys or oxen,w o t o - r oo
JamsayDouentza,cart drawn by donkeys or oxen,w o g o - t o r o
JamsayDouentza,cart drawn by donkeys or oxen,w o t o - r o
Mombo,cart drawn by donkeys or oxen,w o g o - t o r o
BonduSoNajamba,cart drawn by donkeys or oxen,w o g o - t o r o
Nanga,cart drawn by donkeys or oxen,w o g o - t o r o
Penange,cart drawn by donkeys or oxen,w o g o - t o r o
Penange,cart drawn by donkeys or oxen,w o t o - r o
PergeTegu,cart drawn by donkeys or oxen,w o g o - t o r o
Tiranige,cart drawn by donkeys or oxen,w o t o - r o
TogoKan,cart drawn by donkeys or oxen,w o g o - t o r o
TommoSoTongoTongo,cart drawn by donkeys or oxen,w oo t o - r o
TomoKanSegue,cart drawn by donkeys or oxen,w o g u - t o r o
ToroTegu,cart drawn by donkeys or oxen,w o t o - r o
ToroTegu,cart drawn by donkeys or oxen,t ɔ r - k ɔ
YandaDom,cart drawn by donkeys or oxen,w o g o - t o r o
YornoSo,cart drawn by donkeys or oxen,w o g o - t o r o
BankanTey,boat (skiff),l aa n a
BenTey,boat (skiff),s ɔ r - g ɔ k o - r o
Bunoge,boat (skiff),k ii - ⁿ
DogulDomBendiely,boat (skiff),k o r o
DonnoSo,boat (skiff),k o r o
JamsayDouentza,boat (skiff),n ii k o - r o
Mombo,boat (skiff),k ii - ⁿ
BonduSoNajamba,boat (skiff),a l g u - m b aa
Nanga,boat (skiff),s ɔ r - g ɔ g o - n d o
Nanga,boat (skiff),n ii g o - n d o
Penange,boat (skiff),k ii - ⁿ
PergeTegu,boat (skiff),s ɔ r - g ɔ g o - l o
Tiranige,boat (skiff),l aa n a
Tiranige,boat (skiff),k uu - ⁿ
TogoKan,boat (skiff),d ii k o - r o
TommoSoTongoTongo,boat (skiff),g u m - m ɔ k o - l o - n d o y
ToroTegu,boat (skiff),l aa n a
ToroTegu,boat (skiff),s ɔ r - k ɔ - m p o - r e - y
YandaDom,boat (skiff),s ɔ r ɔ - g ɔ k o - r o
YornoSo,boat (skiff),s ɔ r ɔ - g ɔ k o - r o
BankanTey,"ship, steamboat",b a t oo
BenTey,"ship, steamboat",b a t oo
Bunoge,"ship, steamboat",k ii - ⁿ
DonnoSo,"ship, steamboat",b a t oo
JamsayDouentza,"ship, steamboat",b a t oo
Mombo,"ship, steamboat",b a t oo - ⁿ
BonduSoNajamba,"ship, steamboat",b a t oo
Nanga,"ship, steamboat",b a t oo
Penange,"ship, steamboat",k ii - ⁿ
PergeTegu,"ship, steamboat",b a t oo
Tiranige,"ship, steamboat",b a t oo
TogoKan,"ship, steamboat",b a t o
TommoSoTongoTongo,"ship, steamboat",g u m - m ɔ
TommoSoTongoTongo,"ship, steamboat",d ii g u - m - m ɔ
ToroTegu,"ship, steamboat",b a t oo - ŋ
YandaDom,"ship, steamboat",b a t oo
YornoSo,"ship, steamboat",b a t oo
YornoSo,"ship, steamboat",d ii k o - r o
BankanTey,"put (sth, in a place)",g a ŋ
BenTey,"put (sth, in a place)",g a - yⁿ
Bunoge,"put (sth, in a place)",d aa m - i
DogulDomBendiely,"put (sth, in a place)",b i s - e
DogulDomBendiely,"put (sth, in a place)",d u n d - e
DogulDomKundialang,"put (sth, in a place)",k u n d - e
DogulDomKundialang,"put (sth, in a place)",b i s - e
DonnoSo,"put (sth, in a place)",k u n d - o
JamsayDouentza,"put (sth, in a place)",k u n - o
JamsayMondoro,"put (sth, in a place)",k u n - o
Mombo,"put (sth, in a place)",t yⁿ ɛ - ɛ
BonduSoNajamba,"put (sth, in a place)",t u n - e
BonduSoNajamba,"put (sth, in a place)",g a n - e
Nanga,"put (sth, in a place)",k u rⁿ - u
Penange,"put (sth, in a place)",n w - aa - m i
PergeTegu,"put (sth, in a place)",k u l - o
TebulUre,"put (sth, in a place)",t u n
TebulUre,"put (sth, in a place)",k u rⁿ - ɔ
Tiranige,"put (sth, in a place)",y ɛɛ n ɔ - ɔ
Tiranige,"put (sth, in a place)",y ɛɛ n ɔ - ɔ
TogoKan,"put (sth, in a place)",k u n - ɔ
TommoSoTongoTongo,"put (sth, in a place)",b o d - o
TommoSoTongoTongo,"put (sth, in a place)",k u n d - o
ToroTegu,"put (sth, in a place)",k u l - o
YandaDom,"put (sth, in a place)",k u n d - o
YornoSo,"put (sth, in a place)",k u n - ɔ
BankanTey,"put (sth, in a container)",g a ŋ
BenTey,"put (sth, in a container)",g a - yⁿ
Bunoge,"put (sth, in a container)",g a l - e
Bunoge,"put (sth, in a container)",t u l - e
DogulDomKundialang,"put (sth, in a container)",k u n d - e
DogulDomKundialang,"put (sth, in a container)",b i s - e
DonnoSo,"put (sth, in a container)",k u n d - o
JamsayDouentza,"put (sth, in a container)",k u n - o
Mombo,"put (sth, in a container)",t u l - e
BonduSoNajamba,"put (sth, in a container)",t u n - e
Nanga,"put (sth, in a container)",g a rⁿ - i
Penange,"put (sth, in a container)",g a l - e
Penange,"put (sth, in a container)",t u l - e
PergeTegu,"put (sth, in a container)",k u l - o
TebulUre,"put (sth, in a container)",g a n
Tiranige,"put (sth, in a container)",t u n - u
Tiranige,"put (sth, in a container)",g a n - u
TogoKan,"put (sth, in a container)",k u n - ɔ
TommoSoTongoTongo,"put (sth, in a container)",k u n d - o
ToroTegu,"put (sth, in a container)",k u l - o
YandaDom,"put (sth, in a container)",k u n d - o
YornoSo,"put (sth, in a container)",k u n - ɔ
BankanTey,"do, make",k a ŋ
BenTey,"do, make",k a - yⁿ
Bunoge,"do, make",k a n - i
DogulDomBendiely,"do, make",k a n - ɛ
DogulDomKundialang,"do, make",k a n - e
DonnoSo,"do, make",k a n - a
JamsayGourou,"do, make",k a rⁿ - a
JamsayDouentza,"do, make",k a rⁿ - a
JamsayMondoro,"do, make",k a rⁿ - a
Mombo,"do, make",k a n - i
BonduSoNajamba,"do, make",k a n - e
Nanga,"do, make",k a rⁿ - i
Penange,"do, make",k a n - i
Penange,"do, make",k a n - i
PergeTegu,"do, make",k a rⁿ - a
TebulUre,"do, make",k a n
Tiranige,"do, make",k a n - u
TogoKan,"do, make",b i r - ɛ
TommoSoTongoTongo,"do, make",k a n - a
ToroTegu,"do, make",k a rⁿ - a
YandaDom,"do, make",k a r - ⁿ a l i
YornoSo,"do, make",k a rⁿ - a
BankanTey,"install, name (a chief)",e w r e
BenTey,"install, name (a chief)",e w r e
DonnoSo,"install, name (a chief)",k u - n d o
JamsayDouentza,"install, name (a chief)",t a n a - ŋ a
BonduSoNajamba,"install, name (a chief)",o b i r
Nanga,"install, name (a chief)",w oo
PergeTegu,"install, name (a chief)",d aa l a
TogoKan,"install, name (a chief)",d aa n
TommoSoTongoTongo,"install, name (a chief)",d aa - n d a
TommoSoTongoTongo,"install, name (a chief)",
TommoSoTongoTongo,"install, name (a chief)",
ToroTegu,"install, name (a chief)",t a - ŋ g u - r u
YandaDom,"install, name (a chief)",g o - n d o
YornoSo,"install, name (a chief)",d aa n a
BankanTey,"work (noun), productive activity",b i r aa
BenTey,"work (noun), productive activity",b i r ɛ
Bunoge,"work (noun), productive activity",w a l e
DogulDomBendiely,"work (noun), productive activity",w aa l
DogulDomKundialang,"work (noun), productive activity",w a l
DonnoSo,"work (noun), productive activity",w a l u
DonnoSo,"work (noun), productive activity",b i r ɛ
JamsayGourou,"work (noun), productive activity",b i r ɛ
JamsayDouentza,"work (noun), productive activity",b i r ɛ
Mombo,"work (noun), productive activity",w a l e
BonduSoNajamba,"work (noun), productive activity",b i r ɔɔ
Nanga,"work (noun), productive activity",b i r a
Penange,"work (noun), productive activity",k a y - ⁿ
PergeTegu,"work (noun), productive activity",b i r ɛ
TebulUre,"work (noun), productive activity",b i r aa
Tiranige,"work (noun), productive activity",w a l e
TogoKan,"work (noun), productive activity",b i r ɛ
TommoSoTongoTongo,"work (noun), productive activity",b i r ɛ
ToroTegu,"work (noun), productive activity",b i r a
YandaDom,"work (noun), productive activity",b i d ɛ
YornoSo,"work (noun), productive activity",b i r ɛ
BankanTey,"manner, way",n aa
BenTey,"manner, way",d a y - ⁿ
Bunoge,"manner, way",b a n a
DonnoSo,"manner, way",s ɔ g ɔ - n j i
JamsayDouentza,"manner, way",d ii - ⁿ
JamsayDouentza,"manner, way",d e y - ⁿ
JamsayMondoro,"manner, way",d ii - ⁿ
Mombo,"manner, way",m a n a - m a n a
BonduSoNajamba,"manner, way",b i - ŋ g a - n
BonduSoNajamba,"manner, way",a l g a - d r a
Nanga,"manner, way",d a y - ⁿ
Penange,"manner, way",b a n a
PergeTegu,"manner, way",d a l e - r u
PergeTegu,"manner, way",d a l e - r i
Tiranige,"manner, way",b a n i
TogoKan,"manner, way",b a ŋ u
TommoSoTongoTongo,"manner, way",a ŋ a y
TommoSoTongoTongo,"manner, way",b aa n aa
TommoSoTongoTongo,"manner, way",b ii - g e
YandaDom,"manner, way",a ŋ a y
YandaDom,"manner, way",g i d e
YornoSo,"manner, way",d a ŋ a - y - ⁿ
YornoSo,"manner, way",a ŋ a y - ⁿ
BankanTey,easy (work),n aa rⁿ a
BenTey,easy (work),n aa rⁿ a - a
Bunoge,easy (work),k a jj a ʔ o r i g - a
DogulDomBendiely,easy (work),b a ll - a
DogulDomKundialang,easy (work),b a ll - a
DonnoSo,easy (work),n a n - a
JamsayDouentza,easy (work),n aa rⁿ a
Mombo,easy (work),b e r - u
BonduSoNajamba,easy (work),b u r i y - e
BonduSoNajamba,easy (work),b a ll a ŋ g - o
Nanga,easy (work),n aa rⁿ a
Penange,easy (work),j a m - a
Penange,easy (work),m aa g e w o l g - a
PergeTegu,easy (work),n aa rⁿ a
TebulUre,easy (work),n aa rⁿ a
Tiranige,easy (work),m aa g a n - a
TogoKan,easy (work),n aa rⁿ a
TommoSoTongoTongo,easy (work),w ɛ - y
TommoSoTongoTongo,easy (work),b ɛ r - u
ToroTegu,easy (work),z ɔ r - ɛ
YandaDom,easy (work),n aa rⁿ a
YornoSo,easy (work),n aa rⁿ a
BankanTey,difficult (work),n u m -
BenTey,difficult (work),n u m
Bunoge,difficult (work),k aa n d - a
DogulDomBendiely,difficult (work),m a y i g - u
DogulDomKundialang,difficult (work),m a y g - u
DonnoSo,difficult (work),ɲ a ŋ
JamsayDouentza,difficult (work),n a m
Mombo,difficult (work),m aa g - a
BonduSoNajamba,difficult (work),n a m i y - e
BonduSoNajamba,difficult (work),m a y ŋ g - o
Nanga,difficult (work),n ɔ m - i
Penange,difficult (work),m aa g - a
PergeTegu,difficult (work),n a m
TebulUre,difficult (work),n o m e - e
TebulUre,difficult (work),n o m e - e
Tiranige,difficult (work),m aa g - a
TogoKan,difficult (work),k i r - ɛ
TommoSoTongoTongo,difficult (work),ɲ a m
TommoSoTongoTongo,difficult (work),ɛɛ ⁿ
TommoSoTongoTongo,difficult (work),m a yy a m
ToroTegu,difficult (work),n a ŋ
YandaDom,difficult (work),n a m
YornoSo,difficult (work),n a m
BankanTey,"home-builder, mason",b a r e - m
BenTey,"home-builder, mason",u r o c ɛ - wⁿ u - m
Bunoge,"home-builder, mason",ʔ o b o - s i - m b o
DonnoSo,"home-builder, mason",m ɔ s ɔ - ŋ
JamsayDouentza,"home-builder, mason",u r o m aa - n
JamsayMondoro,"home-builder, mason",m aa rⁿ a - m aa n
Mombo,"home-builder, mason",d e b u - w u z i
BonduSoNajamba,"home-builder, mason",o l e o n - j e
BonduSoNajamba,"home-builder, mason",m a s ɔɔ - ⁿ
Nanga,"home-builder, mason",n d o k ɛ - m i
Penange,"home-builder, mason",d e m - s i - m
PergeTegu,"home-builder, mason",i r e m aa - n u
TebulUre,"home-builder, mason",u l o ɔ - n d ee
Tiranige,"home-builder, mason",j i w a - m a y
TogoKan,"home-builder, mason",m aa s ɔ - ⁿ
TommoSoTongoTongo,"home-builder, mason",g i n ɛ u - d i n ɛ
ToroTegu,"home-builder, mason",i l o m a - yⁿ n u
YandaDom,"home-builder, mason",ʔ ə l o ɔ - n z u
YandaDom,"home-builder, mason",ʔ ə l o ɔ - n z u
YornoSo,"home-builder, mason",g ɛ rⁿ ɛ u - j ɔ n ɛ
BankanTey,"do forging, do a blacksmith's work",d u w - a
BenTey,"do forging, do a blacksmith's work",d u w - ɔ - d u w - ɔ
Bunoge,"do forging, do a blacksmith's work",d o j - u - d ɔ j - ɛ
DonnoSo,"do forging, do a blacksmith's work",d u b - ɛ
JamsayGourou,"do forging, do a blacksmith's work",d u w - ɔ
JamsayDouentza,"do forging, do a blacksmith's work",d u w - ɔ - d u w - ɔ
Mombo,"do forging, do a blacksmith's work",d ɔ z - i - d ɔ z - ɛ
BonduSoNajamba,"do forging, do a blacksmith's work",d u b - i - ŋ g - a n d - u b ɛ
Nanga,"do forging, do a blacksmith's work",d u w - a - d u w - ɔ
Penange,"do forging, do a blacksmith's work",d o j - u - d ɔ j - ɛ
PergeTegu,"do forging, do a blacksmith's work",d u w - ɔ - d u w - ɔ
Tiranige,"do forging, do a blacksmith's work",d u w - a - d u w - ɔ
TogoKan,"do forging, do a blacksmith's work",d u w - ɔ - d u w - ɔ
TommoSoTongoTongo,"do forging, do a blacksmith's work",d u b - ɔ
ToroTegu,"do forging, do a blacksmith's work",d u w - ɔ
YandaDom,"do forging, do a blacksmith's work",d u b - a - d u b - ɔ
YornoSo,"do forging, do a blacksmith's work",d u b - ɔ - d u b - ɔ
BankanTey,anvil,t a r a
BenTey,anvil,d ɛ - ŋ g ɛ
DonnoSo,anvil,d a n u
JamsayGourou,anvil,d ɛ ŋ ɛ
JamsayDouentza,anvil,d ɛ ŋ ɛ
JamsayMondoro,anvil,d e ŋ e
Mombo,anvil,d a n a
BonduSoNajamba,anvil,t aa n aa - r e
Nanga,anvil,d e ŋ e
PergeTegu,anvil,d ɛɛ - ŋ g ɛ
Tiranige,anvil,t aa n ɛ
TogoKan,anvil,d a rⁿ a
TommoSoTongoTongo,anvil,d ɛ ŋ ɛ
ToroTegu,anvil,d e ŋ e
YandaDom,anvil,d e ŋ e
YornoSo,anvil,d ɛ ŋ ɛ
BankanTey,hammer (with straight wooden handle),a - n d a - r k a
BenTey,hammer (with straight wooden handle),m a r - t oo
Bunoge,hammer (with straight wooden handle),m a r - t o
DogulDomBendiely,hammer (with straight wooden handle),m a r - t o
DonnoSo,hammer (with straight wooden handle),m a r - t oo
JamsayDouentza,hammer (with straight wooden handle),m a r - t oo
JamsayMondoro,hammer (with straight wooden handle),d ɔɔ - m ɔ
BonduSoNajamba,hammer (with straight wooden handle),m a r - t oo
Nanga,hammer (with straight wooden handle),m a t oo
Penange,hammer (with straight wooden handle),d a g u - d a g i - y e
PergeTegu,hammer (with straight wooden handle),m a t oo
Tiranige,hammer (with straight wooden handle),m a r - t o w - ⁿ
TogoKan,hammer (with straight wooden handle),m a r u - t oo
TommoSoTongoTongo,hammer (with straight wooden handle),m a r - t o
ToroTegu,hammer (with straight wooden handle),a - n d a - r k a
YandaDom,hammer (with straight wooden handle),m aa t oo
YornoSo,hammer (with straight wooden handle),m a t oo
BankanTey,tongs (blacksmith's large pliers-like instrument),k a - m b o
BenTey,tongs (blacksmith's large pliers-like instrument),ɛ w
Bunoge,tongs (blacksmith's large pliers-like instrument),k a b a - l a
DogulDomBendiely,tongs (blacksmith's large pliers-like instrument),ɛ w ɔ
DonnoSo,tongs (blacksmith's large pliers-like instrument),ɛɛ b ɛ
JamsayGourou,tongs (blacksmith's large pliers-like instrument),ɛ w
JamsayDouentza,tongs (blacksmith's large pliers-like instrument),ɛ w
JamsayMondoro,tongs (blacksmith's large pliers-like instrument),ɛ w
Mombo,tongs (blacksmith's large pliers-like instrument),k a b a - l a - m a
BonduSoNajamba,tongs (blacksmith's large pliers-like instrument),ɛɛ - g o
Nanga,tongs (blacksmith's large pliers-like instrument),ɛɛ
Penange,tongs (blacksmith's large pliers-like instrument),k a b a - l a
PergeTegu,tongs (blacksmith's large pliers-like instrument),ɛ w
Tiranige,tongs (blacksmith's large pliers-like instrument),ɛɛ
TogoKan,tongs (blacksmith's large pliers-like instrument),ɛ w
TommoSoTongoTongo,tongs (blacksmith's large pliers-like instrument),ɛ w ɛ
ToroTegu,tongs (blacksmith's large pliers-like instrument),k a - m
YandaDom,tongs (blacksmith's large pliers-like instrument),ɛ w
YornoSo,tongs (blacksmith's large pliers-like instrument),ɛ w
BankanTey,cleanness,ɛ s - ɛ
BenTey,cleanness,ɛ s - ɛ
DogulDomBendiely,cleanness,ɛ s ɔɔ
DogulDomKundialang,cleanness,ɛ s ɔ - ɔ
DonnoSo,cleanness,ɛ d ɛɛ d - ɛ
JamsayDouentza,cleanness,ɛ j - ɛ
Mombo,cleanness,ɛ j ɛ m u ŋ g - e
BonduSoNajamba,cleanness,ɛ j ɛ n
Nanga,cleanness,ɛ s - ɛ
PergeTegu,cleanness,ɛ s - ɛ
TommoSoTongoTongo,cleanness,ɛ s i y - e
TommoSoTongoTongo,cleanness,ɛ d i y - e
TommoSoTongoTongo,cleanness,t ɛ ŋ g i y - e
ToroTegu,cleanness,ɛ s - u
YandaDom,cleanness,ɛ z - ɛ
YornoSo,cleanness,ɛ j - ɛ
BankanTey,dirty,d ɛ k u s - u
BenTey,dirty,l ɔ ɣ - ɔ
Bunoge,dirty,d ɛ m - ɛ
DogulDomBendiely,dirty,n ɛ m - ɛ
